dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Iñupiatun Eskimo-English,page_42,61,270,ps,exact,4133,4135,English-Latin,English-Latin:2,4133:4135,vi,vi
Iñupiatun Eskimo-English,page_42,61,271,de,exact,4137,4219,English-Latin,English-Latin:64,4137:4219,to endure; to bear great pain or sorrow with fortitude; to be stoic; to be patient,"to endure, to bear great pain or sorrow with fortitude; to be stoic; to be patient"
Iñupiatun Eskimo-English,page_42,61,272,sy,exact,4226,4243,Iñupiatun Eskimo-Latin,English-Latin:1;Iñupiatun Eskimo-Latin:12,4226:4243,igḷutuq-; isiqsu-,igḷutuq-; isiqsu-
Kashmiri-English,page_14,0,0,lx,exact,28,36,Kashmiri-Latin,Kashmiri-Latin:7,28:36,akiha:th,akIhA:Th
Kashmiri-English,page_14,0,1,ps,exact,37,38,English-Latin,English-Latin:1,37:38,a,a
Kashmiri-English,page_14,0,2,va,exact,40,49,Kashmiri-Arabic,Kashmiri-Arabic:8,40:49,اکہٕ ہأٹھ,اکہٕ ہأٹھ
Kashmiri-English,page_14,0,3,ge,exact,50,59,English-Latin,English-Latin:8,50:59,sixty one,sixty one
Kashmiri-English,page_14,1,4,lx,exact,60,67,Kashmiri-Latin,Kashmiri-Latin:6,60:67,aki d>h,aki d>h
Kashmiri-English,page_14,1,5,ps,exact,68,70,English-Latin,English-Latin:2,68:70,ad,ad
Kashmiri-English,page_14,1,6,va,exact,72,80,Kashmiri-Arabic,Kashmiri-Arabic:7,72:80,اکہِ دۄہ,اکہِ دۄہ
Kashmiri-English,page_14,1,7,ge,exact,81,88,English-Latin,English-Latin:6,81:88,one day,one day
Kashmiri-English,page_14,2,8,lx,exact,89,97,Kashmiri-Latin,Kashmiri-Latin:7,89:97,aki lati,aki laTi
Kashmiri-English,page_14,2,9,ps,exact,98,100,English-Latin,English-Latin:2,98:100,ad,ad
Kashmiri-English,page_14,2,10,va,exact,102,111,Kashmiri-Arabic,Kashmiri-Arabic:8,102:111,اکہِ لٹہِ,اکہِ لٹہِ
Kashmiri-English,page_14,2,11,ge,exact,112,116,English-Latin,English-Latin:4,112:116,once,once
Kashmiri-English,page_14,3,12,lx,exact,117,122,Kashmiri-Latin,Kashmiri-Latin:5,117:122,aktar,akTar
Kashmiri-English,page_14,3,13,pd,exact,123,124,English-Latin,English-Latin:1,123:124,m,m
Kashmiri-English,page_14,3,14,va,exact,127,132,Kashmiri-Arabic,Kashmiri-Arabic:5,127:132,اکٹَر,اکٹَر
Kashmiri-English,page_14,3,15,ge,exact,133,138,English-Latin,English-Latin:5,133:138,actor,actor
Kashmiri-English,page_14,4,16,lx,exact,139,147,Kashmiri-Latin,Kashmiri-Latin:7,139:147,aktu:bar,aktu:bar
Kashmiri-English,page_14,4,17,pd,exact,148,149,English-Latin,English-Latin:1,148:149,m,m
Kashmiri-English,page_14,4,18,va,exact,152,159,Kashmiri-Arabic,Kashmiri-Arabic:7,152:159,اکتوٗبر,اکتوٗبر
Kashmiri-English,page_14,4,19,ge,exact,160,167,English-Latin,English-Latin:7,160:167,october,October
Kashmiri-English,page_14,5,20,lx,exact,168,177,Kashmiri-Latin,Kashmiri-Latin:8,168:177,akli mond,akli monD
Kashmiri-English,page_14,5,21,ps,exact,178,179,English-Latin,English-Latin:1,178:179,a,a
Kashmiri-English,page_14,5,22,va,exact,181,191,Kashmiri-Arabic,Kashmiri-Arabic:9,181:191,عقلہِ مونڈ,عقلہِ مونڈ
Kashmiri-English,page_14,5,23,ge,exact,192,199,English-Latin,English-Latin:7,192:199,foolish,foolish
Kashmiri-English,page_14,6,24,lx,exact,200,205,Kashmiri-Latin,Kashmiri-Latin:5,200:205,aksar,aksar
Kashmiri-English,page_14,6,25,ps,exact,206,208,English-Latin,English-Latin:2,206:208,ad,ad
Kashmiri-English,page_14,6,26,va,exact,210,214,Kashmiri-Arabic,Kashmiri-Arabic:4,210:214,اکثر,اکثر
Kashmiri-English,page_14,6,27,ge,exact,215,231,English-Latin,English-Latin:14,215:231,often; generally,"often, generally"
Kashmiri-English,page_14,7,28,lx,exact,232,235,Kashmiri-Latin,Kashmiri-Latin:3,232:235,akh,akh
Kashmiri-English,page_14,7,29,ps,exact,236,237,English-Latin,English-Latin:1,236:237,a,a
Kashmiri-English,page_14,7,30,va,exact,239,242,Kashmiri-Arabic,Kashmiri-Arabic:3,239:242,اکھ,اکھ
Kashmiri-English,page_14,7,31,ge,exact,243,246,English-Latin,English-Latin:3,243:246,one,one
Kashmiri-English,page_14,8,32,lx,exact,247,254,Kashmiri-Latin,Kashmiri-Latin:6,247:254,akha:di,akha:DI
Kashmiri-English,page_14,8,33,pd,exact,255,256,English-Latin,English-Latin:1,255:256,m,m
Kashmiri-English,page_14,8,34,va,exact,259,265,Kashmiri-Arabic,Kashmiri-Arabic:6,259:265,اکھاڈٕ,اکھاڈٕ
Kashmiri-English,page_14,8,35,ge,compact,266,295,English-Latin,English-Latin:24,266:295,field (wrestling field); arena,"field (wrestling field), arena"
Kashmiri-English,page_14,9,36,lx,exact,296,302,Kashmiri-Latin,Kashmiri-Latin:6,296:302,akhtuy,akhtuy
Kashmiri-English,page_14,9,37,ps,exact,303,306,English-Latin,English-Latin:3,303:306,par,par
Kashmiri-English,page_14,9,38,va,exact,308,314,Kashmiri-Arabic,Kashmiri-Arabic:6,308:314,اکھتُے,اکھتُے
Kashmiri-English,page_14,9,39,ge,exact,315,319,English-Latin,English-Latin:4,315:319,also,also
Kashmiri-English,page_14,10,40,lx,exact,320,330,Kashmiri-Latin,Kashmiri-Latin:8,320:330,akh dama:h,akh dama:h
Kashmiri-English,page_14,10,41,ps,exact,353,355,English-Latin,English-Latin:2,353:355,ad,ad
Kashmiri-English,page_14,10,42,va,exact,331,340,Kashmiri-Arabic,Kashmiri-Arabic:8,331:340,اکھ دَماہ,اکھ دَماہ
Kashmiri-English,page_14,10,43,ge,exact,341,352,English-Latin,English-Latin:9,341:352,for a while,for a while
Kashmiri-English,page_14,11,44,lx,exact,357,364,Kashmiri-Latin,Kashmiri-Latin:6,357:364,akhba:r,akhba:r
Kashmiri-English,page_14,11,45,pd,exact,365,366,English-Latin,English-Latin:1,365:366,m,m
Kashmiri-English,page_14,11,46,va,exact,369,374,Kashmiri-Arabic,Kashmiri-Arabic:5,369:374,اخبار,اخبار
Kashmiri-English,page_14,11,47,ge,compact,375,396,English-Latin,English-Latin:19,375:396,newspaper/newspapers,newspaper/newspapers
Kashmiri-English,page_14,12,48,lx,exact,397,409,Kashmiri-Latin,Kashmiri-Latin:10,397:409,akh'ur/achur,akh'ur/achur
Kashmiri-English,page_14,12,49,pd,exact,433,434,English-Latin,English-Latin:1,433:434,m,m
Kashmiri-English,page_14,12,50,va,token,410,442,Kashmiri-Arabic,Kashmiri-Arabic:12,410:417;437:442,اکھیوُر / اچھُر,اکھیوُر / اچھُر
Kashmiri-English,page_14,12,51,ge,token,420,451,English-Latin,English-Latin:18,420:426;427:429;430:432;443:451,letter of an alphabet,letter of an alphabet
Kashmiri-English,page_14,13,52,lx,exact,452,457,Kashmiri-Latin,Kashmiri-Latin:5,452:457,agast,agast
Kashmiri-English,page_14,13,53,pd,exact,458,459,English-Latin,English-Latin:1,458:459,m,m
Kashmiri-English,page_14,13,54,va,exact,462,467,Kashmiri-Arabic,Kashmiri-Arabic:5,462:467,اَگست,اَگست
Kashmiri-English,page_14,13,55,ge,exact,468,474,English-Latin,English-Latin:6,468:474,august,August
Kashmiri-English,page_14,14,56,lx,exact,475,483,Kashmiri-Latin,Kashmiri-Latin:7,475:483,achida:r,achidA:r
Kashmiri-English,page_14,14,57,pd,exact,484,487,English-Latin,English-Latin:2,484:487,f.s,f.s
Kashmiri-English,page_14,14,58,va,exact,490,498,Kashmiri-Arabic,Kashmiri-Arabic:7,490:498,اچھِ دأر,اچھِ دأر
Kashmiri-English,page_14,14,59,ge,exact,499,505,English-Latin,English-Latin:5,499:505,a doll,a doll
Kashmiri-English,page_14,14,60,pl,exact,506,515,Kashmiri-Latin,Kashmiri-Latin:8,506:515,achida:ri,Achida:ri
Kashmiri-English,page_14,15,61,lx,exact,519,528,Kashmiri-Latin,Kashmiri-Latin:8,519:528,achipo:sh,achipo:sh
Kashmiri-English,page_14,15,62,ps,exact,529,530,English-Latin,English-Latin:1,529:530,n,n
Kashmiri-English,page_14,15,63,va,exact,532,539,Kashmiri-Arabic,Kashmiri-Arabic:6,532:539,اچھ پوش,اچھ پوش
Kashmiri-English,page_14,15,64,ge,exact,540,548,English-Latin,English-Latin:7,540:548,a flower,a flower
Kashmiri-English,page_14,16,65,lx,exact,549,554,Kashmiri-Latin,Kashmiri-Latin:5,549:554,atsun,atsun
Kashmiri-English,page_14,16,66,ps,exact,555,556,English-Latin,English-Latin:1,555:556,v,v
Kashmiri-English,page_14,16,67,va,exact,558,562,Kashmiri-Arabic,Kashmiri-Arabic:4,558:562,اژُن,اژُن
Kashmiri-English,page_14,16,68,ge,exact,563,571,English-Latin,English-Latin:7,563:571,to enter,to enter
Kashmiri-English,page_14,17,69,lx,exact,572,582,Kashmiri-Latin,Kashmiri-Latin:10,572:582,atshlratsh,atshlratsh
Kashmiri-English,page_14,17,70,pd,exact,583,586,English-Latin,English-Latin:2,583:586,f.s,f.s
Kashmiri-English,page_14,17,71,va,exact,589,596,Kashmiri-Arabic,Kashmiri-Arabic:6,589:596,اژٕ رژھ,اژٕ رژھ
Kashmiri-English,page_14,17,72,ge,compact,597,628,English-Latin,English-Latin:26,597:628,dancing girl/prostitute; nymph,"dancing girl/prostitute, nymph"
Kashmiri-English,page_14,17,73,pl,exact,629,640,Kashmiri-Latin,Kashmiri-Latin:11,629:640,atshlratshl,atshlratshl
Kashmiri-English,page_14,18,74,lx,exact,644,649,Kashmiri-Latin,Kashmiri-Latin:5,644:649,ajant,ajanT
Kashmiri-English,page_14,18,75,pd,exact,650,651,English-Latin,English-Latin:1,650:651,m,m
Kashmiri-English,page_14,18,76,va,exact,654,660,Kashmiri-Arabic,Kashmiri-Arabic:6,654:660,اَجَنٹ,اَجَنٹ
Kashmiri-English,page_14,18,77,ge,exact,661,666,English-Latin,English-Latin:5,661:666,agent,agent
Kashmiri-English,page_14,19,78,lx,exact,667,671,Kashmiri-Latin,Kashmiri-Latin:4,667:671,ajal,ajal
Kashmiri-English,page_14,19,79,pd,exact,672,673,English-Latin,English-Latin:1,672:673,m,m
Kashmiri-English,page_14,19,80,va,exact,676,680,Kashmiri-Arabic,Kashmiri-Arabic:4,676:680,اَجل,اَجل
Kashmiri-English,page_14,19,81,ge,exact,681,686,English-Latin,English-Latin:5,681:686,death,death
Kashmiri-English,page_14,20,82,lx,exact,687,697,Kashmiri-Latin,Kashmiri-Latin:9,687:697,aja:yibgar,ajA:yibgar
Kashmiri-English,page_14,20,83,pd,exact,707,708,English-Latin,English-Latin:1,707:708,m,m
Kashmiri-English,page_14,20,84,va,exact,698,706,Kashmiri-Arabic,Kashmiri-Arabic:7,698:706,عجأیب گر,عجأیب گر
Kashmiri-English,page_14,20,85,ge,exact,707,713,English-Latin,English-Latin:6,707:713,museum,museum
Kashmiri-English,page_14,21,86,lx,exact,718,720,Kashmiri-Latin,Kashmiri-Latin:2,718:720,az,az
Kashmiri-English,page_14,21,87,ps,exact,721,723,English-Latin,English-Latin:2,721:723,ad,ad
Kashmiri-English,page_14,21,88,va,exact,725,728,Kashmiri-Arabic,Kashmiri-Arabic:3,725:728,اَز,اَز
Kashmiri-English,page_14,21,89,ge,exact,729,734,English-Latin,English-Latin:5,729:734,today,today
Kashmiri-English,page_14,22,90,lx,exact,735,742,Kashmiri-Latin,Kashmiri-Latin:7,735:742,azarvun,azarvun
Kashmiri-English,page_14,22,91,pd,exact,743,744,English-Latin,English-Latin:1,743:744,m,m
Kashmiri-English,page_14,22,92,va,exact,747,754,Kashmiri-Arabic,Kashmiri-Arabic:7,747:754,اَزروُن,اَزروُن
Kashmiri-English,page_14,22,93,ge,exact,755,763,English-Latin,English-Latin:8,755:763,jealousy,jealousy
Kashmiri-English,page_14,23,94,lx,exact,764,769,Kashmiri-Latin,Kashmiri-Latin:4,764:769,aza:n,aza:n
Kashmiri-English,page_14,23,95,ps,exact,770,771,English-Latin,English-Latin:1,770:771,a,a
Kashmiri-English,page_14,23,96,va,exact,773,778,Kashmiri-Arabic,Kashmiri-Arabic:5,773:778,اَزان,اَزان
Kashmiri-English,page_14,23,97,ge,exact,779,800,English-Latin,English-Latin:19,779:800,ignorant; unqualified,"ignorant, unqualified"
Kashmiri-English,page_14,24,98,lx,exact,801,806,Kashmiri-Latin,Kashmiri-Latin:4,801:806,aza:b,aza:b
Kashmiri-English,page_14,24,99,pd,exact,807,808,English-Latin,English-Latin:1,807:808,m,m
Kashmiri-English,page_14,24,100,va,exact,811,816,Kashmiri-Arabic,Kashmiri-Arabic:5,811:816,عَذاب,عَذاب
Kashmiri-English,page_14,24,101,ge,exact,817,836,English-Latin,English-Latin:17,817:836,discomfort; torture,"discomfort, torture"
Kashmiri-English,page_14,25,102,lx,exact,837,842,Kashmiri-Latin,Kashmiri-Latin:4,837:842,aza:r,aza:r
Kashmiri-English,page_14,25,103,pd,exact,843,844,English-Latin,English-Latin:1,843:844,m,m
Kashmiri-English,page_14,25,104,va,exact,847,852,Kashmiri-Arabic,Kashmiri-Arabic:5,847:852,اَزار,اَزار
Kashmiri-English,page_14,25,105,ge,exact,853,864,English-Latin,English-Latin:10,853:864,labour pain,labour pain
Kashmiri-English,page_14,26,106,lx,exact,865,870,Kashmiri-Latin,Kashmiri-Latin:5,865:870,azkal,azkal
Kashmiri-English,page_14,26,107,ps,exact,871,873,English-Latin,English-Latin:2,871:873,ad,ad
Kashmiri-English,page_14,26,108,va,exact,875,881,Kashmiri-Arabic,Kashmiri-Arabic:6,875:881,اَزکَل,اَزکَل
Kashmiri-English,page_14,26,109,ge,exact,882,902,English-Latin,English-Latin:17,882:902,nowadays; these days,"nowadays, these days"
Kashmiri-English,page_14,27,110,lx,exact,903,908,Kashmiri-Latin,Kashmiri-Latin:5,903:908,azmat,azmat
Kashmiri-English,page_14,27,111,pd,exact,909,910,English-Latin,English-Latin:1,909:910,f,f
Kashmiri-English,page_14,27,112,va,exact,913,919,Kashmiri-Arabic,Kashmiri-Arabic:5,913:919,عز متھ,عز متھ
Kashmiri-English,page_14,27,113,ge,exact,920,942,English-Latin,English-Latin:20,920:942,grandeur; magnificance,"grandeur, magnificance"
Kashmiri-English,page_14,28,114,lx,exact,943,949,Kashmiri-Latin,Kashmiri-Latin:5,943:949,azta:m,azta:m
Kashmiri-English,page_14,28,115,ps,exact,950,952,English-Latin,English-Latin:2,950:952,ad,ad
Kashmiri-English,page_14,28,116,va,exact,954,960,Kashmiri-Arabic,Kashmiri-Arabic:6,954:960,اَزتام,اَزتام
Kashmiri-English,page_14,28,117,ge,exact,961,979,English-Latin,English-Latin:14,961:979,upto now; till now,"upto now, till now"
Kashmiri-English,page_14,29,118,lx,exact,980,989,Kashmiri-Latin,Kashmiri-Latin:7,980:989,az paga:h,az paga:h
Kashmiri-English,page_14,29,119,ps,exact,990,992,English-Latin,English-Latin:2,990:992,ad,ad
Kashmiri-English,page_14,29,120,va,exact,994,1003,Kashmiri-Arabic,Kashmiri-Arabic:8,994:1003,اَز پَگاہ,اَز پَگاہ
Kashmiri-English,page_14,29,121,ge,exact,1004,1021,English-Latin,English-Latin:15,1004:1021,today or tomorrow,today or tomorrow
Kashmiri-English,page_14,30,122,lx,exact,1022,1025,Kashmiri-Latin,Kashmiri-Latin:3,1022:1025,ati,aTI
Kashmiri-English,page_14,30,123,ps,exact,1026,1027,English-Latin,English-Latin:1,1026:1027,n,n
Kashmiri-English,page_14,30,124,va,exact,1029,1033,Kashmiri-Arabic,Kashmiri-Arabic:4,1029:1033,اٹہٕ,اٹہٕ
Kashmiri-English,page_14,30,125,ge,exact,1034,1059,English-Latin,English-Latin:20,1034:1059,rope for the load on back,rope for the load on back
Kashmiri-English,page_14,31,126,lx,exact,1060,1067,Kashmiri-Latin,Kashmiri-Latin:6,1060:1067,atlba:r,aTlba:r
Kashmiri-English,page_14,31,127,pd,exact,1068,1069,English-Latin,English-Latin:1,1068:1069,m,m
Kashmiri-English,page_14,31,128,va,exact,1072,1080,Kashmiri-Arabic,Kashmiri-Arabic:7,1072:1080,اٹہٕ بور,اٹہٕ بور
Kashmiri-English,page_14,31,129,ge,compact,1081,1104,English-Latin,English-Latin:19,1081:1104,load on shoulders/back,load on shoulders/back
Kashmiri-English,page_14,32,130,lx,exact,1105,1111,Kashmiri-Latin,Kashmiri-Latin:6,1105:1111,atihor,aTIhor
Kashmiri-English,page_14,32,131,pd,exact,1112,1113,English-Latin,English-Latin:1,1112:1113,m,m
Kashmiri-English,page_14,32,132,va,exact,1116,1124,Kashmiri-Arabic,Kashmiri-Arabic:7,1116:1124,اٹہِ ہۆر,اٹہِ ہۆر
Kashmiri-English,page_14,32,133,ge,exact,1125,1169,English-Latin,English-Latin:37,1125:1169,an ear ornament worn by kashmiri hindu women,an ear ornament worn by Kashmiri Hindu women
Kashmiri-English,page_14,33,134,lx,exact,1170,1174,Kashmiri-Latin,Kashmiri-Latin:4,1170:1174,atal,aTal
Kashmiri-English,page_14,33,135,ps,exact,1175,1176,English-Latin,English-Latin:1,1175:1176,a,a
Kashmiri-English,page_14,33,136,va,exact,1178,1183,Kashmiri-Arabic,Kashmiri-Arabic:5,1178:1183,اَٹَل,اَٹَل
Kashmiri-English,page_14,33,137,ge,exact,1184,1201,English-Latin,English-Latin:15,1184:1201,final; inevitable,"final, inevitable"
Kashmiri-English,page_14,34,138,lx,exact,1202,1205,Kashmiri-Latin,Kashmiri-Latin:3,1202:1205,ath,aTh
Kashmiri-English,page_14,34,139,pd,exact,1206,1207,English-Latin,English-Latin:1,1206:1207,f,f
Kashmiri-English,page_14,34,140,va,exact,1210,1214,Kashmiri-Arabic,Kashmiri-Arabic:4,1210:1214,اَٹھ,اَٹھ
Kashmiri-English,page_14,34,141,ge,exact,1215,1259,English-Latin,English-Latin:37,1215:1259,an ear ornament worn by kashmiri hindu women,an ear ornament worn by Kashmiri Hindu women
Kashmiri-English,page_14,35,142,lx,exact,1260,1268,Kashmiri-Latin,Kashmiri-Latin:7,1260:1268,atho:vuh,aTho:vuh
Kashmiri-English,page_14,35,143,ps,exact,1269,1270,English-Latin,English-Latin:1,1269:1270,a,a
Kashmiri-English,page_14,35,144,va,exact,1272,1280,Kashmiri-Arabic,Kashmiri-Arabic:8,1272:1280,اَٹھووُہ,اَٹھووُہ
Kashmiri-English,page_14,35,145,ge,exact,1281,1293,English-Latin,English-Latin:11,1281:1293,twenty eight,twenty eight
Kashmiri-English,page_14,36,146,lx,exact,1294,1297,Kashmiri-Latin,Kashmiri-Latin:3,1294:1297,adi,aDI
Kashmiri-English,page_14,36,147,pd,exact,1298,1299,English-Latin,English-Latin:1,1298:1299,m,m
Kashmiri-English,page_14,36,148,va,exact,1302,1305,Kashmiri-Arabic,Kashmiri-Arabic:3,1302:1305,اڑٕ,اڑٕ
Kashmiri-English,page_14,36,149,ge,compact,1306,1330,English-Latin,English-Latin:19,1306:1330,centre; a (vehicle) stand,"centre, a (vehicle) stand"
Kashmiri-English,page_14,37,150,lx,exact,1331,1339,Kashmiri-Latin,Kashmiri-Latin:8,1331:1339,adikajar,aDIkajar
Kashmiri-English,page_14,37,151,ps,exact,1340,1341,English-Latin,English-Latin:1,1340:1341,n,n
Kashmiri-English,page_14,37,152,va,exact,1343,1352,Kashmiri-Arabic,Kashmiri-Arabic:8,1343:1352,اڑٕ کَجَر,اڑٕ کَجَر
Kashmiri-English,page_14,37,153,ge,exact,1353,1363,English-Latin,English-Latin:10,1353:1363,stuttering,stuttering
Kashmiri-English,page_14,38,154,lx,exact,1364,1375,Kashmiri-Latin,Kashmiri-Latin:10,1364:1375,adikaj kath,aDIkAj kath
Kashmiri-English,page_14,38,155,pd,exact,1405,1408,English-Latin,English-Latin:2,1405:1408,f.s,f.s
Kashmiri-English,page_14,38,156,va,exact,1376,1388,Kashmiri-Arabic,Kashmiri-Arabic:10,1376:1388,اڑٕ کٔج کَتھ,اڑٕ کٔج کَتھ
Kashmiri-English,page_14,38,157,ge,exact,1389,1404,English-Latin,English-Latin:14,1389:1404,stuttering talk,stuttering talk
Kashmiri-English,page_14,38,158,pl,exact,1411,1424,Kashmiri-Latin,Kashmiri-Latin:12,1411:1424,adikaji kathi,aDIkaji kathi
Kashmiri-English,page_14,39,159,lx,exact,1428,1434,Kashmiri-Latin,Kashmiri-Latin:6,1428:1434,adikol,aDIkol
Kashmiri-English,page_14,39,160,ps,exact,1459,1460,English-Latin,English-Latin:1,1459:1460,a,a
Kashmiri-English,page_14,39,161,pd,exact,1461,1464,English-Latin,English-Latin:2,1461:1464,m.s,m.s
Kashmiri-English,page_14,39,162,va,exact,1435,1441,Kashmiri-Arabic,Kashmiri-Arabic:6,1435:1441,اڑٕکۆل,اڑٕکۆل
Kashmiri-English,page_14,39,163,ge,exact,1442,1458,English-Latin,English-Latin:14,1442:1458,one who stutters,one who stutters
Kashmiri-English,page_14,39,164,pl,exact,1467,1474,Kashmiri-Latin,Kashmiri-Latin:6,1467:1474,adikal',aDIkAl'
Kashmiri-English,page_14,39,165,se,exact,1478,1484,Kashmiri-Latin,Kashmiri-Latin:6,1478:1484,adikaj,aDIkAj
Kashmiri-English,page_14,39,166,pd,exact,1485,1488,English-Latin,English-Latin:2,1485:1488,f.s,f.s
Kashmiri-English,page_14,39,167,pl,exact,1491,1498,Kashmiri-Latin,Kashmiri-Latin:7,1491:1498,adikaji,aDIkaji
Kashmiri-English,page_14,40,168,lx,exact,1502,1506,Kashmiri-Latin,Kashmiri-Latin:4,1502:1506,adun,aDun
Kashmiri-English,page_14,40,169,ps,exact,1507,1508,English-Latin,English-Latin:1,1507:1508,v,v
Kashmiri-English,page_14,40,170,va,exact,1510,1515,Kashmiri-Arabic,Kashmiri-Arabic:5,1510:1515,اَڑُن,اَڑُن
Kashmiri-English,page_14,40,171,ge,exact,1516,1529,English-Latin,English-Latin:11,1516:1529,to be adament,to be adament
Na-English-Chinese-French,page_19,0,0,lx,exact,11,14,Na,Na:3,11:14,ɑ˩˧,ɑ˩˧
Na-English-Chinese-French,page_19,0,1,ph,exact,16,19,Na-IPA,Na-IPA:3,16:19,ɑ˩˥,ɑ˩˥
Na-English-Chinese-French,page_19,0,2,lc,exact,21,23,Na-Latin,Na-Latin:2,21:23,oq,oq
Na-English-Chinese-French,page_19,0,3,ps,exact,24,28,English-Latin,English-Latin:4,24:28,noun,NOUN
Na-English-Chinese-French,page_19,0,4,np,exact,29,37,English-Latin,English-Latin:6,29:37,tone: lm,Tone: LM
Na-English-Chinese-French,page_19,0,5,ge,exact,38,43,English-Latin,English-Latin:5,38:43,goose,Goose
Na-English-Chinese-French,page_19,0,6,gn,exact,45,46,Chinese-Han,Chinese-Han:1,45:46,鹅,鹅
Na-English-Chinese-French,page_19,0,7,gr,exact,47,50,French-Latin,French-Latin:3,47:50,oie,Oie
Na-English-Chinese-French,page_19,0,8,xv,exact,53,92,English-Latin,English-Latin:23;Na-IPA:9,53:92,(phonological elicitation)ɑ˩ dzɯ˥-ze˩ …,(Phonological elicitation)ɑ˩ dzɯ˥-ze˩ …
Na-English-Chinese-French,page_19,0,9,xe,compact,93,115,English-Latin,English-Latin:17,93:115,has eaten (a/the) goose,has eaten (a/the) goose
Na-English-Chinese-French,page_19,0,10,xn,exact,116,119,Chinese-Han,Chinese-Han:3,116:119,吃了鹅,吃了鹅
Na-English-Chinese-French,page_19,0,11,xr,compact,121,139,French-Latin,French-Latin:12,121:139,…a mangé (une) oie,…a mangé (une) oie
Na-English-Chinese-French,page_19,0,12,xv,exact,141,180,English-Latin,English-Latin:23;Na-IPA:9,141:180,(phonological elicitation)ɑ˩ hwæ˧-ze˧ …,(Phonological elicitation)ɑ˩ hwæ˧-ze˧ …
